Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_016810.1	Protein Homology	CDS	3240360	3241676	.	-	0	ID=cds-WP_000193679.1;Parent=gene-SL1344_RS15820;Dbxref=GenBank:WP_000193679.1;Name=WP_000193679.1;Ontology_term=GO:0070006;gbkey=CDS;gene=pepP;go_function=metalloaminopeptidase activity|0070006||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461974.1;locus_tag=SL1344_RS15820;product=Xaa-Pro aminopeptidase;protein_id=WP_000193679.1;transl_table=11	3.077620879427341	2.3994440203761607	0.9284155111715309	0.7833171635912863
sense	NC_016810.1	RefSeq	gene	3241702	3242280	.	-	.	ID=gene-SL1344_RS15825;Name=SL1344_RS15825;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15825;old_locus_tag=SL1344_3035	3.915473230900491	3.4731471854055305	1.8101010040161454	0.0
sense	NC_016810.1	Protein Homology	CDS	3241702	3242280	.	-	0	ID=cds-WP_000027236.1;Parent=gene-SL1344_RS15825;Dbxref=GenBank:WP_000027236.1;Name=WP_000027236.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_708672.2;locus_tag=SL1344_RS15825;product=YecA family protein;protein_id=WP_000027236.1;transl_table=11	3.915473230900491	3.4731471854055305	1.8101010040161454	0.0
sense	NC_016810.1	RefSeq	gene	3242447	3242776	.	+	.	ID=gene-SL1344_RS15830;Name=zapA;gbkey=Gene;gene=zapA;gene_biotype=protein_coding;locus_tag=SL1344_RS15830;old_locus_tag=SL1344_3036	16.65424426586875	13.92867338770425	22.231331422052833	22.925082321104973
sense	NC_016810.1	Protein Homology	CDS	3242447	3242776	.	+	0	ID=cds-WP_001276011.1;Parent=gene-SL1344_RS15830;Dbxref=GenBank:WP_001276011.1;Name=WP_001276011.1;gbkey=CDS;gene=zapA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461976.1;locus_tag=SL1344_RS15830;product=cell division protein ZapA;protein_id=WP_001276011.1;transl_table=11	16.65424426586875	13.92867338770425	22.231331422052833	22.925082321104973
sense	NC_016810.1	RefSeq	gene	3242818	3243001	.	+	.	ID=gene-SL1344_RS24870;Name=ssrS;gbkey=Gene;gene=ssrS;gene_biotype=ncRNA;locus_tag=SL1344_RS24870	1872.0411445103098	2180.8735195072063	11286.140439296458	7464.3569666163
sense	NC_016810.1	cmsearch	ncRNA	3242818	3243001	.	+	.	ID=rna-SL1344_RS24870;Parent=gene-SL1344_RS24870;Dbxref=RFAM:RF00013;gbkey=ncRNA;gene=ssrS;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS24870;product=6S RNA	1872.0411445103098	2180.8735195072063	11286.140439296458	7464.3569666163
sense	NC_016810.1	cmsearch	exon	3242818	3243001	.	+	.	ID=exon-SL1344_RS24870-1;Parent=rna-SL1344_RS24870;Dbxref=RFAM:RF00013;gbkey=ncRNA;gene=ssrS;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS24870;product=6S RNA	1872.0411445103098	2180.8735195072063	11286.140439296458	7464.3569666163
sense	NC_016810.1	RefSeq	gene	3243022	3243618	.	+	.	ID=gene-SL1344_RS15835;Name=SL1344_RS15835;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15835;old_locus_tag=SL1344_3037	0.30686212215168557	0.48120416854505915	25.74770138376067	2.8800354674754995
sense	NC_016810.1	Protein Homology	CDS	3243022	3243618	.	+	0	ID=cds-WP_001520956.1;Parent=gene-SL1344_RS15835;Dbxref=GenBank:WP_001520956.1;Name=WP_001520956.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_311809.4;locus_tag=SL1344_RS15835;product=5-formyltetrahydrofolate cyclo-ligase;protein_id=WP_001520956.1;transl_table=11	0.30686212215168557	0.48120416854505915	25.74770138376067	2.8800354674754995
sense	NC_016810.1	RefSeq	gene	3243999	3245231	.	-	.	ID=gene-SL1344_RS15840;Name=serA;gbkey=Gene;gene=serA;gene_biotype=protein_coding;locus_tag=SL1344_RS15840;old_locus_tag=SL1344_3038	28.972712044029585	22.833196338116164	0.2833329227697616	0.836681836536678
sense	NC_016810.1	Protein Homology	CDS	3243999	3245231	.	-	0	ID=cds-WP_001151627.1;Parent=gene-SL1344_RS15840;Dbxref=GenBank:WP_001151627.1;Name=WP_001151627.1;Ontology_term=GO:0016616,GO:0051287;gbkey=CDS;gene=serA;go_function=oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,NAD binding|0051287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461978.1;locus_tag=SL1344_RS15840;product=phosphoglycerate dehydrogenase;protein_id=WP_001151627.1;transl_table=11	28.972712044029585	22.833196338116164	0.2833329227697616	0.836681836536678
sense	NC_016810.1	RefSeq	gene	3245497	3246156	.	-	.	ID=gene-SL1344_RS15845;Name=rpiA;gbkey=Gene;gene=rpiA;gene_biotype=protein_coding;locus_tag=SL1344_RS15845;old_locus_tag=SL1344_3039	13.323395412695005	14.799215474435774	1.3232935370269547	2.3446106919311913
sense	NC_016810.1	Protein Homology	CDS	3245497	3246156	.	-	0	ID=cds-WP_000189741.1;Parent=gene-SL1344_RS15845;Dbxref=GenBank:WP_000189741.1;Name=WP_000189741.1;Ontology_term=GO:0009052,GO:0004751;gbkey=CDS;gene=rpiA;go_function=ribose-5-phosphate isomerase activity|0004751||IEA;go_process=pentose-phosphate shunt%2C non-oxidative branch|0009052||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461979.1;locus_tag=SL1344_RS15845;product=ribose-5-phosphate isomerase RpiA;protein_id=WP_000189741.1;transl_table=11	13.323395412695005	14.799215474435774	1.3232935370269547	2.3446106919311913
sense	NC_016810.1	RefSeq	gene	3246310	3247203	.	+	.	ID=gene-SL1344_RS15850;Name=argP;gbkey=Gene;gene=argP;gene_biotype=protein_coding;locus_tag=SL1344_RS15850;old_locus_tag=SL1344_3040	0.8196719772910797	0.8569094366037294	0.3907712458334631	0.0
sense	NC_016810.1	Protein Homology	CDS	3246310	3247203	.	+	0	ID=cds-WP_000828345.1;Parent=gene-SL1344_RS15850;Dbxref=GenBank:WP_000828345.1;Name=WP_000828345.1;gbkey=CDS;gene=argP;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461980.1;locus_tag=SL1344_RS15850;product=DNA-binding transcriptional regulator ArgP;protein_id=WP_000828345.1;transl_table=11	0.8196719772910797	0.8569094366037294	0.3907712458334631	0.0
sense	NC_016810.1	RefSeq	gene	3247469	3248215	.	-	.	ID=gene-SL1344_RS15860;Name=SL1344_RS15860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15860;old_locus_tag=SL1344_3041	6.069769747500359	4.230345080100942	3.5075250379027714	6.905145277441259
sense	NC_016810.1	Protein Homology	CDS	3247469	3248215	.	-	0	ID=cds-WP_000669854.1;Parent=gene-SL1344_RS15860;Dbxref=GenBank:WP_000669854.1;Name=WP_000669854.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461981.1;locus_tag=SL1344_RS15860;product=oxidative stress defense protein;protein_id=WP_000669854.1;transl_table=11	6.069769747500359	4.230345080100942	3.5075250379027714	6.905145277441259
sense	NC_016810.1	RefSeq	gene	3248309	3248944	.	-	.	ID=gene-SL1344_RS15865;Name=argO;gbkey=Gene;gene=argO;gene_biotype=protein_coding;locus_tag=SL1344_RS15865;old_locus_tag=SL1344_3042	0.0	0.45169636575691874	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3248309	3248944	.	-	0	ID=cds-WP_000626863.1;Parent=gene-SL1344_RS15865;Dbxref=GenBank:WP_000626863.1;Name=WP_000626863.1;Ontology_term=GO:1903826,GO:0061459,GO:0016020;gbkey=CDS;gene=argO;go_component=membrane|0016020||IEA;go_function=L-arginine transmembrane transporter activity|0061459||IEA;go_process=L-arginine transmembrane transport|1903826||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461982.1;locus_tag=SL1344_RS15865;product=arginine exporter ArgO;protein_id=WP_000626863.1;transl_table=11	0.0	0.45169636575691874	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3249144	3250004	.	-	.	ID=gene-SL1344_RS15870;Name=SL1344_RS15870;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15870;old_locus_tag=SL1344_3043	2.553263929262109	6.339487669926372	1.6229941638797494	2.396350068408186
sense	NC_016810.1	Protein Homology	CDS	3249144	3250004	.	-	0	ID=cds-WP_000389833.1;Parent=gene-SL1344_RS15870;Dbxref=GenBank:WP_000389833.1;Name=WP_000389833.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461983.1;locus_tag=SL1344_RS15870;product=small-conductance mechanosensitive channel MscS;protein_id=WP_000389833.1;transl_table=11	2.553263929262109	6.339487669926372	1.6229941638797494	2.396350068408186
sense	NC_016810.1	RefSeq	gene	3250231	3251310	.	-	.	ID=gene-SL1344_RS15875;Name=fbaA;gbkey=Gene;gene=fbaA;gene_biotype=protein_coding;locus_tag=SL1344_RS15875;old_locus_tag=SL1344_3044	20.991287043438742	17.289933111473168	1.617358767477389	1.4328176450690613
sense	NC_016810.1	Protein Homology	CDS	3250231	3251310	.	-	0	ID=cds-WP_000034386.1;Parent=gene-SL1344_RS15875;Dbxref=GenBank:WP_000034386.1;Name=WP_000034386.1;Ontology_term=GO:0005975,GO:0006096,GO:0004332,GO:0008270;gbkey=CDS;gene=fbaA;go_function=fructose-bisphosphate aldolase activity|0004332||IEA,zinc ion binding|0008270||IEA;go_process=carbohydrate metabolic process|0005975||IEA,glycolytic process|0006096||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016505616.1;locus_tag=SL1344_RS15875;product=class II fructose-bisphosphate aldolase;protein_id=WP_000034386.1;transl_table=11	20.991287043438742	17.289933111473168	1.617358767477389	1.4328176450690613
sense	NC_016810.1	RefSeq	gene	3251412	3252575	.	-	.	ID=gene-SL1344_RS15880;Name=pgk;gbkey=Gene;gene=pgk;gene_biotype=protein_coding;locus_tag=SL1344_RS15880;old_locus_tag=SL1344_3045	9.443128191987439	6.910488729724406	3.5265090651697713	1.994127650353848
sense	NC_016810.1	Protein Homology	CDS	3251412	3252575	.	-	0	ID=cds-WP_000111274.1;Parent=gene-SL1344_RS15880;Dbxref=GenBank:WP_000111274.1;Name=WP_000111274.1;gbkey=CDS;gene=pgk;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005761248.1;locus_tag=SL1344_RS15880;product=phosphoglycerate kinase;protein_id=WP_000111274.1;transl_table=11	9.443128191987439	6.910488729724406	3.5265090651697713	1.994127650353848
sense	NC_016810.1	RefSeq	gene	3252597	3253643	.	-	.	ID=gene-SL1344_RS15885;Name=epd;gbkey=Gene;gene=epd;gene_biotype=protein_coding;locus_tag=SL1344_RS15885;old_locus_tag=SL1344_3046	3.0182835238286496	3.8413604973253146	9.592930225438955	6.158242027517455
sense	NC_016810.1	Protein Homology	CDS	3252597	3253643	.	-	0	ID=cds-WP_000218338.1;Parent=gene-SL1344_RS15885;Dbxref=GenBank:WP_000218338.1;Name=WP_000218338.1;Ontology_term=GO:0042823,GO:0048001,GO:0051287;gbkey=CDS;gene=epd;go_function=erythrose-4-phosphate dehydrogenase activity|0048001||IEA,NAD binding|0051287||IEA;go_process=pyridoxal phosphate biosynthetic process|0042823||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461986.1;locus_tag=SL1344_RS15885;product=erythrose-4-phosphate dehydrogenase;protein_id=WP_000218338.1;transl_table=11	3.0182835238286496	3.8413604973253146	9.592930225438955	6.158242027517455
sense	NC_016810.1	RefSeq	gene	3254017	3254442	.	+	.	ID=gene-SL1344_RS15890;Name=SL1344_RS15890;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15890;old_locus_tag=SL1344_3047	0.3440313369475236	0.4495757255420975	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3254017	3254442	.	+	0	ID=cds-WP_000218569.1;Parent=gene-SL1344_RS15890;Dbxref=GenBank:WP_000218569.1;Name=WP_000218569.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461987.1;locus_tag=SL1344_RS15890;product=PPC domain-containing DNA-binding protein;protein_id=WP_000218569.1;transl_table=11	0.3440313369475236	0.4495757255420975	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3254468	3255046	.	+	.	ID=gene-SL1344_RS15895;Name=SL1344_RS15895;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15895;old_locus_tag=SL1344_3048	0.2531215017955873	0.0	0.2011223337795717	0.0
sense	NC_016810.1	Protein Homology	CDS	3254468	3255046	.	+	0	ID=cds-WP_000124001.1;Parent=gene-SL1344_RS15895;Dbxref=GenBank:WP_000124001.1;Name=WP_000124001.1;Ontology_term=GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461988.1;locus_tag=SL1344_RS15895;product=ECF transporter S component;protein_id=WP_000124001.1;transl_table=11	0.2531215017955873	0.0	0.2011223337795717	0.0
sense	NC_016810.1	RefSeq	gene	3255047	3255754	.	+	.	ID=gene-SL1344_RS15900;Name=SL1344_RS15900;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15900;old_locus_tag=SL1344_3049	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3255047	3255754	.	+	0	ID=cds-WP_000553271.1;Parent=gene-SL1344_RS15900;Dbxref=GenBank:WP_000553271.1;Name=WP_000553271.1;Ontology_term=GO:0055085;gbkey=CDS;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461989.1;locus_tag=SL1344_RS15900;product=energy-coupling factor transporter transmembrane component T;protein_id=WP_000553271.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3255742	3256419	.	+	.	ID=gene-SL1344_RS15905;Name=SL1344_RS15905;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15905;old_locus_tag=SL1344_3050	0.4053024047003458	0.2824767833052117	0.1717549133604307	0.0
sense	NC_016810.1	Protein Homology	CDS	3255742	3256419	.	+	0	ID=cds-WP_001520421.1;Parent=gene-SL1344_RS15905;Dbxref=GenBank:WP_001520421.1;Name=WP_001520421.1;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461990.1;locus_tag=SL1344_RS15905;product=ABC transporter ATP-binding protein;protein_id=WP_001520421.1;transl_table=11	0.4053024047003458	0.2824767833052117	0.1717549133604307	0.0
sense	NC_016810.1	RefSeq	gene	3256413	3257069	.	+	.	ID=gene-SL1344_RS15910;Name=SL1344_RS15910;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15910;old_locus_tag=SL1344_3051	0.5576763681112825	0.2915057215843737	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3256413	3257069	.	+	0	ID=cds-WP_000956930.1;Parent=gene-SL1344_RS15910;Dbxref=GenBank:WP_000956930.1;Name=WP_000956930.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461991.1;locus_tag=SL1344_RS15910;product=ABC transporter ATP-binding protein;protein_id=WP_000956930.1;transl_table=11	0.5576763681112825	0.2915057215843737	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3257113	3259104	.	-	.	ID=gene-SL1344_RS15915;Name=tkt;gbkey=Gene;gene=tkt;gene_biotype=protein_coding;locus_tag=SL1344_RS15915;old_locus_tag=SL1344_3052	7.518237528153854	5.336003453309143	0.17537625189513859	0.5178858958080944
sense	NC_016810.1	Protein Homology	CDS	3257113	3259104	.	-	0	ID=cds-WP_000098655.1;Parent=gene-SL1344_RS15915;Dbxref=GenBank:WP_000098655.1;Name=WP_000098655.1;Ontology_term=GO:0004802;gbkey=CDS;gene=tkt;go_function=transketolase activity|0004802||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461992.1;locus_tag=SL1344_RS15915;product=transketolase;protein_id=WP_000098655.1;transl_table=11	7.518237528153854	5.336003453309143	0.17537625189513859	0.5178858958080944
sense	NC_016810.1	RefSeq	gene	3259380	3260138	.	+	.	ID=gene-SL1344_RS15920;Name=SL1344_RS15920;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15920;old_locus_tag=SL1344_3053	0.3620487883884512	1.2616551981616175	0.30685067525262716	0.9061297360120545
sense	NC_016810.1	Protein Homology	CDS	3259380	3260138	.	+	0	ID=cds-WP_000701830.1;Parent=gene-SL1344_RS15920;Dbxref=GenBank:WP_000701830.1;Name=WP_000701830.1;Ontology_term=GO:0004222,GO:0008237,GO:0046872,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=metalloendopeptidase activity|0004222||IEA,metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461993.1;locus_tag=SL1344_RS15920;product=M48 family metallopeptidase;protein_id=WP_000701830.1;transl_table=11	0.3620487883884512	1.2616551981616175	0.30685067525262716	0.9061297360120545
sense	NC_016810.1	RefSeq	pseudogene	3260151	3260235	.	-	.	ID=gene-SL1344_RS28055;Name=SL1344_RS28055;end_range=3260235,.;gbkey=Gene;gene_biotype=pseudogene;locus_tag=SL1344_RS28055;partial=true;pseudo=true;start_range=.,3260151	25.86306168346677	16.89875815420002	22.604967244272213	15.171010359554765
sense	NC_016810.1	Protein Homology	CDS	3260151	3260235	.	-	0	ID=cds-SL1344_RS28055;Parent=gene-SL1344_RS28055;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;end_range=3260235,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463146.1;locus_tag=SL1344_RS28055;partial=true;product=hypothetical protein;pseudo=true;start_range=.,3260151;transl_table=11	25.86306168346677	16.89875815420002	22.604967244272213	15.171010359554765
sense	NC_016810.1	RefSeq	gene	3260239	3261159	.	-	.	ID=gene-SL1344_RS15925;Name=speB;gbkey=Gene;gene=speB;gene_biotype=protein_coding;locus_tag=SL1344_RS15925;old_locus_tag=SL1344_3054	4.027940184823306	6.550332965308802	0.0	0.2800295071796211
sense	NC_016810.1	Protein Homology	CDS	3260239	3261159	.	-	0	ID=cds-WP_000105550.1;Parent=gene-SL1344_RS15925;Dbxref=GenBank:WP_000105550.1;Name=WP_000105550.1;Ontology_term=GO:0008295,GO:0008783;gbkey=CDS;gene=speB;go_function=agmatinase activity|0008783||IEA;go_process=spermidine biosynthetic process|0008295||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461994.1;locus_tag=SL1344_RS15925;product=agmatinase;protein_id=WP_000105550.1;transl_table=11	4.027940184823306	6.550332965308802	0.0	0.2800295071796211
sense	NC_016810.1	RefSeq	gene	3261364	3262320	.	-	.	ID=gene-SL1344_RS15930;Name=SL1344_RS15930;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15930;old_locus_tag=SL1344_3055	0.0	0.0	0.18252324648647653	0.0
sense	NC_016810.1	Protein Homology	CDS	3261364	3262320	.	-	0	ID=cds-WP_014344408.1;Parent=gene-SL1344_RS15930;Dbxref=GenBank:WP_014344408.1;Name=WP_014344408.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461995.3;locus_tag=SL1344_RS15930;product=alpha/beta fold hydrolase;protein_id=WP_014344408.1;transl_table=11	0.0	0.0	0.18252324648647653	0.0
sense	NC_016810.1	RefSeq	gene	3262534	3263007	.	-	.	ID=gene-SL1344_RS15935;Name=SL1344_RS15935;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15935;old_locus_tag=SL1344_3056	0.0	0.0	2.9480969938828356	0.0
sense	NC_016810.1	Protein Homology	CDS	3262534	3263007	.	-	0	ID=cds-WP_000965538.1;Parent=gene-SL1344_RS15935;Dbxref=GenBank:WP_000965538.1;Name=WP_000965538.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461996.1;locus_tag=SL1344_RS15935;product=YhcH/YjgK/YiaL family protein;protein_id=WP_000965538.1;transl_table=11	0.0	0.0	2.9480969938828356	0.0
sense	NC_016810.1	RefSeq	gene	3263046	3264053	.	-	.	ID=gene-SL1344_RS15940;Name=SL1344_RS15940;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15940;old_locus_tag=SL1344_3057	0.2726141174472564	0.2849988974418654	0.3465768787451548	0.0
sense	NC_016810.1	Protein Homology	CDS	3263046	3264053	.	-	0	ID=cds-WP_000104231.1;Parent=gene-SL1344_RS15940;Dbxref=GenBank:WP_000104231.1;Name=WP_000104231.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461997.1;locus_tag=SL1344_RS15940;product=Ldh family oxidoreductase;protein_id=WP_000104231.1;transl_table=11	0.2726141174472564	0.2849988974418654	0.3465768787451548	0.0
sense	NC_016810.1	RefSeq	gene	3264067	3265083	.	-	.	ID=gene-SL1344_RS15945;Name=SL1344_RS15945;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15945;old_locus_tag=SL1344_3058	0.13510080156678195	0.0	0.08587745668021535	0.0
sense	NC_016810.1	Protein Homology	CDS	3264067	3265083	.	-	0	ID=cds-WP_000853913.1;Parent=gene-SL1344_RS15945;Dbxref=GenBank:WP_000853913.1;Name=WP_000853913.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461998.1;locus_tag=SL1344_RS15945;product=zinc-binding alcohol dehydrogenase family protein;protein_id=WP_000853913.1;transl_table=11	0.13510080156678195	0.0	0.08587745668021535	0.0
sense	NC_016810.1	RefSeq	gene	3265086	3266558	.	-	.	ID=gene-SL1344_RS15950;Name=SL1344_RS15950;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15950;old_locus_tag=SL1344_3059	0.0	0.0	0.1778765243254155	0.7003589303799892
sense	NC_016810.1	Protein Homology	CDS	3265086	3266558	.	-	0	ID=cds-WP_000379524.1;Parent=gene-SL1344_RS15950;Dbxref=GenBank:WP_000379524.1;Name=WP_000379524.1;Ontology_term=GO:0016616;gbkey=CDS;go_function=oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461999.1;locus_tag=SL1344_RS15950;product=mannitol dehydrogenase family protein;protein_id=WP_000379524.1;transl_table=11	0.0	0.0	0.1778765243254155	0.7003589303799892
sense	NC_016810.1	RefSeq	gene	3267408	3267485	.	+	.	ID=gene-SL1344_RS27855;Name=SL1344_RS27855;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27855	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3267408	3267485	.	+	0	ID=cds-WP_023228383.1;Parent=gene-SL1344_RS27855;Dbxref=GenBank:WP_023228383.1;Name=WP_023228383.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014766.6;locus_tag=SL1344_RS27855;product=hypothetical protein;protein_id=WP_023228383.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	3267800	3268600	.	-	.	ID=gene-SL1344_RS15960;Name=SL1344_RS15960;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15960;old_locus_tag=SL1344_3060	4.288311959844483	4.662453872756809	1.744566760425049	2.575851946191571
sense	NC_016810.1	Protein Homology	CDS	3267800	3268600	.	-	0	ID=cds-WP_001576357.1;Parent=gene-SL1344_RS15960;Dbxref=GenBank:WP_001576357.1;Name=WP_001576357.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462000.3;locus_tag=SL1344_RS15960;product=FadR/GntR family transcriptional regulator;protein_id=WP_001576357.1;transl_table=11	4.288311959844483	4.662453872756809	1.744566760425049	2.575851946191571
sense	NC_016810.1	RefSeq	gene	3268754	3269485	.	-	.	ID=gene-SL1344_RS15965;Name=SL1344_RS15965;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS15965;old_locus_tag=SL1344_3061	0.1877015234882749	0.0	0.2386267033983033	0.7046644156077351
sense	NC_016810.1	Protein Homology	CDS	3268754	3269485	.	-	0	ID=cds-WP_000032793.1;Parent=gene-SL1344_RS15965;Dbxref=GenBank:WP_000032793.1;Name=WP_000032793.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462001.1;locus_tag=SL1344_RS15965;product=hypothetical protein;protein_id=WP_000032793.1;transl_table=11	0.1877015234882749	0.0	0.2386267033983033	0.7046644156077351
sense	NC_016810.1	RefSeq	gene	3269629	3271605	.	-	.	ID=gene-SL1344_RS15970;Name=speA;gbkey=Gene;gene=speA;gene_biotype=protein_coding;locus_tag=SL1344_RS15970;old_locus_tag=SL1344_3062	4.517368987138148	5.73976535181857	3.357430643261105	1.3045380683481589
sense	NC_016810.1	Protein Homology	CDS	3269629	3271605	.	-	0	ID=cds-WP_001278579.1;Parent=gene-SL1344_RS15970;Dbxref=GenBank:WP_001278579.1;Name=WP_001278579.1;Ontology_term=GO:0006527,GO:0008792;gbkey=CDS;gene=speA;go_function=arginine decarboxylase activity|0008792||IEA;go_process=arginine catabolic process|0006527||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462002.1;locus_tag=SL1344_RS15970;product=biosynthetic arginine decarboxylase;protein_id=WP_001278579.1;transl_table=11	4.517368987138148	5.73976535181857	3.357430643261105	1.3045380683481589
sense	NC_016810.1	RefSeq	gene	3271614	3271745	.	-	.	ID=gene-SL1344_RS15975;Name=yqgB;gbkey=Gene;gene=yqgB;gene_biotype=protein_coding;locus_tag=SL1344_RS15975;old_locus_tag=SL1344_3063	15.613353999251958	9.793598475729556	17.202815981350412	0.0
sense	NC_016810.1	Protein Homology	CDS	3271614	3271745	.	-	0	ID=cds-WP_000729109.1;Parent=gene-SL1344_RS15975;Dbxref=GenBank:WP_000729109.1;Name=WP_000729109.1;gbkey=CDS;gene=yqgB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462003.1;locus_tag=SL1344_RS15975;product=acid stress response protein YqgB;protein_id=WP_000729109.1;transl_table=11	15.613353999251958	9.793598475729556	17.202815981350412	0.0
sense	NC_016810.1	RefSeq	gene	3271831	3271980	.	-	.	ID=gene-SL1344_RS27860;Name=SL1344_RS27860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27860	15.571718388587286	5.745577772428007	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	3271831	3271980	.	-	0	ID=cds-WP_001751809.1;Parent=gene-SL1344_RS27860;Dbxref=GenBank:WP_001751809.1;Name=WP_001751809.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:YP_010051195.1;locus_tag=SL1344_RS27860;product=hypothetical protein;protein_id=WP_001751809.1;transl_table=11	15.571718388587286	5.745577772428007	0.0	0.0
