Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_016810.1	RefSeq	gene	2419401	2421182	.	-	.	ID=gene-SL1344_RS11880;Name=SL1344_RS11880;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS11880;old_locus_tag=SL1344_2284	2.712380456697701	0.7154477677286435	0.7727096360440668	0.0
sense	NC_016810.1	Protein Homology	CDS	2419401	2421182	.	-	0	ID=cds-WP_000931746.1;Parent=gene-SL1344_RS11880;Dbxref=GenBank:WP_000931746.1;Name=WP_000931746.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461257.1;locus_tag=SL1344_RS11880;product=vWA domain-containing protein;protein_id=WP_000931746.1;transl_table=11	2.712380456697701	0.7154477677286435	0.7727096360440668	0.0
sense	NC_016810.1	RefSeq	gene	2421651	2421809	.	+	.	ID=gene-SL1344_RS27390;Name=SL1344_RS27390;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27390	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	2421651	2421809	.	+	0	ID=cds-WP_106746827.1;Parent=gene-SL1344_RS27390;Dbxref=GenBank:WP_106746827.1;Name=WP_106746827.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF020544.6;locus_tag=SL1344_RS27390;product=DUF1877 family protein;protein_id=WP_106746827.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	2422070	2423527	.	-	.	ID=gene-SL1344_RS11885;Name=nuoN;gbkey=Gene;gene=nuoN;gene_biotype=protein_coding;locus_tag=SL1344_RS11885;old_locus_tag=SL1344_2285	14.255066177977916	14.865414729472926	0.35415858318686405	0.0
sense	NC_016810.1	Protein Homology	CDS	2422070	2423527	.	-	0	ID=cds-WP_000156671.1;Parent=gene-SL1344_RS11885;Dbxref=GenBank:WP_000156671.1;Name=WP_000156671.1;Ontology_term=GO:0008137;gbkey=CDS;gene=nuoN;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_416779.2;locus_tag=SL1344_RS11885;product=NADH-quinone oxidoreductase subunit NuoN;protein_id=WP_000156671.1;transl_table=11	14.255066177977916	14.865414729472926	0.35415858318686405	0.0
sense	NC_016810.1	RefSeq	gene	2423534	2425063	.	-	.	ID=gene-SL1344_RS11890;Name=nuoM;gbkey=Gene;gene=nuoM;gene_biotype=protein_coding;locus_tag=SL1344_RS11890;old_locus_tag=SL1344_2286	14.531977176236857	15.832438248206806	0.11249743230641564	0.0
sense	NC_016810.1	Protein Homology	CDS	2423534	2425063	.	-	0	ID=cds-WP_000926431.1;Parent=gene-SL1344_RS11890;Dbxref=GenBank:WP_000926431.1;Name=WP_000926431.1;Ontology_term=GO:0042773,GO:0008137;gbkey=CDS;gene=nuoM;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;go_process=ATP synthesis coupled electron transport|0042773||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129465.1;locus_tag=SL1344_RS11890;product=NADH-quinone oxidoreductase subunit M;protein_id=WP_000926431.1;transl_table=11	14.531977176236857	15.832438248206806	0.11249743230641564	0.0
sense	NC_016810.1	RefSeq	gene	2425377	2427218	.	-	.	ID=gene-SL1344_RS11895;Name=nuoL;gbkey=Gene;gene=nuoL;gene_biotype=protein_coding;locus_tag=SL1344_RS11895;old_locus_tag=SL1344_2287	21.910644669666002	28.377874487399648	0.42049121684564145	0.0
sense	NC_016810.1	Protein Homology	CDS	2425377	2427218	.	-	0	ID=cds-WP_001056582.1;Parent=gene-SL1344_RS11895;Dbxref=GenBank:WP_001056582.1;Name=WP_001056582.1;Ontology_term=GO:0042773,GO:0008137;gbkey=CDS;gene=nuoL;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;go_process=ATP synthesis coupled electron transport|0042773||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129466.1;locus_tag=SL1344_RS11895;product=NADH-quinone oxidoreductase subunit L;protein_id=WP_001056582.1;transl_table=11	21.910644669666002	28.377874487399648	0.42049121684564145	0.0
sense	NC_016810.1	RefSeq	gene	2427215	2427517	.	-	.	ID=gene-SL1344_RS11900;Name=nuoK;gbkey=Gene;gene=nuoK;gene_biotype=protein_coding;locus_tag=SL1344_RS11900;old_locus_tag=SL1344_2288	14.356817744065257	39.97298765636371	0.2840281706746137	0.0
sense	NC_016810.1	Protein Homology	CDS	2427215	2427517	.	-	0	ID=cds-WP_000612687.1;Parent=gene-SL1344_RS11900;Dbxref=GenBank:WP_000612687.1;Name=WP_000612687.1;Ontology_term=GO:0042773,GO:0016651;gbkey=CDS;gene=nuoK;go_function=oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA;go_process=ATP synthesis coupled electron transport|0042773||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006683663.1;locus_tag=SL1344_RS11900;product=NADH-quinone oxidoreductase subunit NuoK;protein_id=WP_000612687.1;transl_table=11	14.356817744065257	39.97298765636371	0.2840281706746137	0.0
sense	NC_016810.1	RefSeq	gene	2427514	2428068	.	-	.	ID=gene-SL1344_RS11905;Name=nuoJ;gbkey=Gene;gene=nuoJ;gene_biotype=protein_coding;locus_tag=SL1344_RS11905;old_locus_tag=SL1344_2289	22.207798258162203	20.674506844742314	0.3101280566284972	0.0
sense	NC_016810.1	Protein Homology	CDS	2427514	2428068	.	-	0	ID=cds-WP_000393522.1;Parent=gene-SL1344_RS11905;Dbxref=GenBank:WP_000393522.1;Name=WP_000393522.1;Ontology_term=GO:0008137;gbkey=CDS;gene=nuoJ;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461262.1;locus_tag=SL1344_RS11905;product=NADH-quinone oxidoreductase subunit J;protein_id=WP_000393522.1;transl_table=11	22.207798258162203	20.674506844742314	0.3101280566284972	0.0
sense	NC_016810.1	RefSeq	gene	2428079	2428621	.	-	.	ID=gene-SL1344_RS11910;Name=nuoI;gbkey=Gene;gene=nuoI;gene_biotype=protein_coding;locus_tag=SL1344_RS11910;old_locus_tag=SL1344_2290	20.028157350146284	27.00123591908488	0.3169817153385192	0.0
sense	NC_016810.1	Protein Homology	CDS	2428079	2428621	.	-	0	ID=cds-WP_000172747.1;Parent=gene-SL1344_RS11910;Dbxref=GenBank:WP_000172747.1;Name=WP_000172747.1;Ontology_term=GO:0016651,GO:0051539,GO:0016020;gbkey=CDS;gene=nuoI;go_component=membrane|0016020||IEA;go_function=oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015959823.1;locus_tag=SL1344_RS11910;product=NADH-quinone oxidoreductase subunit NuoI;protein_id=WP_000172747.1;transl_table=11	20.028157350146284	27.00123591908488	0.3169817153385192	0.0
sense	NC_016810.1	RefSeq	gene	2428636	2429613	.	-	.	ID=gene-SL1344_RS11915;Name=nuoH;gbkey=Gene;gene=nuoH;gene_biotype=protein_coding;locus_tag=SL1344_RS11915;old_locus_tag=SL1344_2291	17.050556042670546	20.857716516849777	0.1759929155713864	0.0
sense	NC_016810.1	Protein Homology	CDS	2428636	2429613	.	-	0	ID=cds-WP_000118515.1;Parent=gene-SL1344_RS11915;Dbxref=GenBank:WP_000118515.1;Name=WP_000118515.1;gbkey=CDS;gene=nuoH;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015875065.1;locus_tag=SL1344_RS11915;product=NADH-quinone oxidoreductase subunit NuoH;protein_id=WP_000118515.1;transl_table=11	17.050556042670546	20.857716516849777	0.1759929155713864	0.0
sense	NC_016810.1	RefSeq	gene	2429610	2432336	.	-	.	ID=gene-SL1344_RS11920;Name=nuoG;gbkey=Gene;gene=nuoG;gene_biotype=protein_coding;locus_tag=SL1344_RS11920;old_locus_tag=SL1344_2292	21.80109361135835	31.09010151050511	0.5049389700882021	1.9818901513784566
sense	NC_016810.1	Protein Homology	CDS	2429610	2432336	.	-	0	ID=cds-WP_001518099.1;Parent=gene-SL1344_RS11920;Dbxref=GenBank:WP_001518099.1;Name=WP_001518099.1;Ontology_term=GO:0006120,GO:0050136,GO:0051536;gbkey=CDS;gene=nuoG;go_function=NADH:ubiquinone reductase (non-electrogenic) activity|0050136||IEA,iron-sulfur cluster binding|0051536||IEA;go_process=mitochondrial electron transport%2C NADH to ubiquinone|0006120||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_311194.2;locus_tag=SL1344_RS11920;product=NADH-quinone oxidoreductase subunit NuoG;protein_id=WP_001518099.1;transl_table=11	21.80109361135835	31.09010151050511	0.5049389700882021	1.9818901513784566
sense	NC_016810.1	RefSeq	gene	2432367	2433704	.	-	.	ID=gene-SL1344_RS11925;Name=nuoF;gbkey=Gene;gene=nuoF;gene_biotype=protein_coding;locus_tag=SL1344_RS11925;old_locus_tag=SL1344_2293	19.14600034478857	19.53364903056433	0.3859216848179729	1.6157292803614502
sense	NC_016810.1	Protein Homology	CDS	2432367	2433704	.	-	0	ID=cds-WP_000800048.1;Parent=gene-SL1344_RS11925;Dbxref=GenBank:WP_000800048.1;Name=WP_000800048.1;Ontology_term=GO:0008137,GO:0051539;gbkey=CDS;gene=nuoF;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461266.1;locus_tag=SL1344_RS11925;product=NADH-quinone oxidoreductase subunit NuoF;protein_id=WP_000800048.1;transl_table=11	19.14600034478857	19.53364903056433	0.3859216848179729	1.6157292803614502
sense	NC_016810.1	RefSeq	gene	2433701	2434201	.	-	.	ID=gene-SL1344_RS11930;Name=nuoE;gbkey=Gene;gene=nuoE;gene_biotype=protein_coding;locus_tag=SL1344_RS11930;old_locus_tag=SL1344_2294	27.495741767326574	36.89911151764555	1.0306650983761432	2.157530715692236
sense	NC_016810.1	Protein Homology	CDS	2433701	2434201	.	-	0	ID=cds-WP_000545038.1;Parent=gene-SL1344_RS11930;Dbxref=GenBank:WP_000545038.1;Name=WP_000545038.1;Ontology_term=GO:0016491;gbkey=CDS;gene=nuoE;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461267.1;locus_tag=SL1344_RS11930;product=NADH-quinone oxidoreductase subunit NuoE;protein_id=WP_000545038.1;transl_table=11	27.495741767326574	36.89911151764555	1.0306650983761432	2.157530715692236
sense	NC_016810.1	RefSeq	gene	2434204	2436006	.	-	.	ID=gene-SL1344_RS11935;Name=nuoC;gbkey=Gene;gene=nuoC;gene_biotype=protein_coding;locus_tag=SL1344_RS11935;old_locus_tag=SL1344_2295	22.920743137155764	15.20296745700916	1.1455645352999395	1.1990270533131562
sense	NC_016810.1	Protein Homology	CDS	2434204	2436006	.	-	0	ID=cds-WP_000247855.1;Parent=gene-SL1344_RS11935;Dbxref=GenBank:WP_000247855.1;Name=WP_000247855.1;Ontology_term=GO:0048038,GO:0050136,GO:0051287,GO:0030964;gbkey=CDS;gene=nuoC;go_component=NADH dehydrogenase complex|0030964||IEA;go_function=quinone binding|0048038||IEA,NADH:ubiquinone reductase (non-electrogenic) activity|0050136||IEA,NAD binding|0051287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461268.1;locus_tag=SL1344_RS11935;product=NADH-quinone oxidoreductase subunit C/D;protein_id=WP_000247855.1;transl_table=11	22.920743137155764	15.20296745700916	1.1455645352999395	1.1990270533131562
sense	NC_016810.1	RefSeq	gene	2436093	2436755	.	-	.	ID=gene-SL1344_RS11940;Name=nuoB;gbkey=Gene;gene=nuoB;gene_biotype=protein_coding;locus_tag=SL1344_RS11940;old_locus_tag=SL1344_2296	28.796643735519527	23.075618499410727	0.5192189183373029	0.0
sense	NC_016810.1	Protein Homology	CDS	2436093	2436755	.	-	0	ID=cds-WP_000386728.1;Parent=gene-SL1344_RS11940;Dbxref=GenBank:WP_000386728.1;Name=WP_000386728.1;gbkey=CDS;gene=nuoB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461269.1;locus_tag=SL1344_RS11940;product=NADH-quinone oxidoreductase subunit NuoB;protein_id=WP_000386728.1;transl_table=11	28.796643735519527	23.075618499410727	0.5192189183373029	0.0
sense	NC_016810.1	RefSeq	gene	2436771	2437214	.	-	.	ID=gene-SL1344_RS11945;Name=nuoA;gbkey=Gene;gene=nuoA;gene_biotype=protein_coding;locus_tag=SL1344_RS11945;old_locus_tag=SL1344_2297	22.316660014329663	34.45751140790386	0.38766007078562137	4.8690220205486945
sense	NC_016810.1	Protein Homology	CDS	2436771	2437214	.	-	0	ID=cds-WP_000062993.1;Parent=gene-SL1344_RS11945;Dbxref=GenBank:WP_000062993.1;Name=WP_000062993.1;gbkey=CDS;gene=nuoA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461270.1;locus_tag=SL1344_RS11945;product=NADH-quinone oxidoreductase subunit NuoA;protein_id=WP_000062993.1;transl_table=11	22.316660014329663	34.45751140790386	0.38766007078562137	4.8690220205486945
sense	NC_016810.1	RefSeq	gene	2437609	2437761	.	-	.	ID=gene-SL1344_RS11950;Name=SL1344_RS11950;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS11950;old_locus_tag=SL1344_2298	3.1591254730949694	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	2437609	2437761	.	-	0	ID=cds-WP_001522276.1;Parent=gene-SL1344_RS11950;Dbxref=GenBank:WP_001522276.1;Name=WP_001522276.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461271.1;locus_tag=SL1344_RS11950;product=STM2329 family putative cytoplasmic protein;protein_id=WP_001522276.1;transl_table=11	3.1591254730949694	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	2437841	2438779	.	-	.	ID=gene-SL1344_RS11955;Name=lrhA;gbkey=Gene;gene=lrhA;gene_biotype=protein_coding;locus_tag=SL1344_RS11955;old_locus_tag=SL1344_2299	16.98660757577902	12.2197564417806	1.0998151528997822	1.1511425863278064
sense	NC_016810.1	Protein Homology	CDS	2437841	2438779	.	-	0	ID=cds-WP_000606288.1;Parent=gene-SL1344_RS11955;Dbxref=GenBank:WP_000606288.1;Name=WP_000606288.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;gene=lrhA;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461272.1;locus_tag=SL1344_RS11955;product=transcriptional regulator LrhA;protein_id=WP_000606288.1;transl_table=11	16.98660757577902	12.2197564417806	1.0998151528997822	1.1511425863278064
sense	NC_016810.1	RefSeq	gene	2439711	2440925	.	+	.	ID=gene-SL1344_RS11960;Name=alaA;gbkey=Gene;gene=alaA;gene_biotype=protein_coding;locus_tag=SL1344_RS11960;old_locus_tag=SL1344_2300	4.773789603787952	4.1972935706747085	0.47221144424915196	0.593098978634738
sense	NC_016810.1	Protein Homology	CDS	2439711	2440925	.	+	0	ID=cds-WP_000074540.1;Parent=gene-SL1344_RS11960;Dbxref=GenBank:WP_000074540.1;Name=WP_000074540.1;gbkey=CDS;gene=alaA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461273.1;locus_tag=SL1344_RS11960;product=alanine transaminase AlaA;protein_id=WP_000074540.1;transl_table=11	4.773789603787952	4.1972935706747085	0.47221144424915196	0.593098978634738
sense	NC_016810.1	RefSeq	gene	2441019	2441618	.	+	.	ID=gene-SL1344_RS11965;Name=yfbR;gbkey=Gene;gene=yfbR;gene_biotype=protein_coding;locus_tag=SL1344_RS11965;old_locus_tag=SL1344_2301	2.148205321704579	2.833173160205428	0.19124563492090657	0.0
sense	NC_016810.1	Protein Homology	CDS	2441019	2441618	.	+	0	ID=cds-WP_000813882.1;Parent=gene-SL1344_RS11965;Dbxref=GenBank:WP_000813882.1;Name=WP_000813882.1;Ontology_term=GO:0002953;gbkey=CDS;gene=yfbR;go_function=5'-deoxynucleotidase activity|0002953||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461274.1;locus_tag=SL1344_RS11965;product=5'-deoxynucleotidase;protein_id=WP_000813882.1;transl_table=11	2.148205321704579	2.833173160205428	0.19124563492090657	0.0
sense	NC_016810.1	RefSeq	gene	2441710	2443536	.	-	.	ID=gene-SL1344_RS11970;Name=SL1344_RS11970;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS11970;old_locus_tag=SL1344_2302	4.762031501315569	3.489129507642153	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	2441710	2443536	.	-	0	ID=cds-WP_001012861.1;Parent=gene-SL1344_RS11970;Dbxref=GenBank:WP_001012861.1;Name=WP_001012861.1;Ontology_term=GO:0008324;gbkey=CDS;go_function=monoatomic cation transmembrane transporter activity|0008324||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461275.1;locus_tag=SL1344_RS11970;product=SLC13 family permease;protein_id=WP_001012861.1;transl_table=11	4.762031501315569	3.489129507642153	0.0	0.0
sense	NC_016810.1	RefSeq	gene	2443613	2444290	.	-	.	ID=gene-SL1344_RS11975;Name=SL1344_RS11975;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS11975;old_locus_tag=SL1344_2303	17.109599907381604	17.86403430660502	2.0309270965052026	0.0
sense	NC_016810.1	Protein Homology	CDS	2443613	2444290	.	-	0	ID=cds-WP_014343872.1;Parent=gene-SL1344_RS11975;Dbxref=GenBank:WP_014343872.1;Name=WP_014343872.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461276.3;locus_tag=SL1344_RS11975;product=sugar phosphatase;protein_id=WP_014343872.1;transl_table=11	17.109599907381604	17.86403430660502	2.0309270965052026	0.0
sense	NC_016810.1	RefSeq	gene	2444283	2444777	.	-	.	ID=gene-SL1344_RS11980;Name=SL1344_RS11980;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS11980;old_locus_tag=SL1344_2304	12.69394053734524	29.61953758396584	2.434035353538811	0.0
sense	NC_016810.1	Protein Homology	CDS	2444283	2444777	.	-	0	ID=cds-WP_000426135.1;Parent=gene-SL1344_RS11980;Dbxref=GenBank:WP_000426135.1;Name=WP_000426135.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007371080.1;locus_tag=SL1344_RS11980;product=YfbU family protein;protein_id=WP_000426135.1;transl_table=11	12.69394053734524	29.61953758396584	2.434035353538811	0.0
sense	NC_016810.1	RefSeq	gene	2444860	2445315	.	-	.	ID=gene-SL1344_RS11985;Name=yfbV;gbkey=Gene;gene=yfbV;gene_biotype=protein_coding;locus_tag=SL1344_RS11985;old_locus_tag=SL1344_2305	10.59969731104233	30.75484022591419	5.661877349632102	9.481779724226406
sense	NC_016810.1	Protein Homology	CDS	2444860	2445315	.	-	0	ID=cds-WP_000106617.1;Parent=gene-SL1344_RS11985;Dbxref=GenBank:WP_000106617.1;Name=WP_000106617.1;gbkey=CDS;gene=yfbV;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129545.1;locus_tag=SL1344_RS11985;product=terminus macrodomain insulation protein YfbV;protein_id=WP_000106617.1;transl_table=11	10.59969731104233	30.75484022591419	5.661877349632102	9.481779724226406
sense	NC_016810.1	RefSeq	gene	2445655	2446857	.	+	.	ID=gene-SL1344_RS11990;Name=ackA;gbkey=Gene;gene=ackA;gene_biotype=protein_coding;locus_tag=SL1344_RS11990;old_locus_tag=SL1344_2306	25.446322389268673	17.66317431549518	1.2399966353973992	1.1980303558457304
sense	NC_016810.1	Protein Homology	CDS	2445655	2446857	.	+	0	ID=cds-WP_000095689.1;Parent=gene-SL1344_RS11990;Dbxref=GenBank:WP_000095689.1;Name=WP_000095689.1;gbkey=CDS;gene=ackA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129491.1;locus_tag=SL1344_RS11990;product=acetate kinase;protein_id=WP_000095689.1;transl_table=11	25.446322389268673	17.66317431549518	1.2399966353973992	1.1980303558457304
sense	NC_016810.1	RefSeq	gene	2446934	2449078	.	+	.	ID=gene-SL1344_RS11995;Name=pta;gbkey=Gene;gene=pta;gene_biotype=protein_coding;locus_tag=SL1344_RS11995;old_locus_tag=SL1344_2307	11.717483572934054	11.491191838595443	0.21398112998143393	0.33595116971618033
sense	NC_016810.1	Protein Homology	CDS	2446934	2449078	.	+	0	ID=cds-WP_000086692.1;Parent=gene-SL1344_RS11995;Dbxref=GenBank:WP_000086692.1;Name=WP_000086692.1;Ontology_term=GO:0016407;gbkey=CDS;gene=pta;go_function=acetyltransferase activity|0016407||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461280.1;locus_tag=SL1344_RS11995;product=phosphate acetyltransferase;protein_id=WP_000086692.1;transl_table=11	11.717483572934054	11.491191838595443	0.21398112998143393	0.33595116971618033
sense	NC_016810.1	RefSeq	gene	2449296	2450816	.	+	.	ID=gene-SL1344_RS12000;Name=yfcC;gbkey=Gene;gene=yfcC;gene_biotype=protein_coding;locus_tag=SL1344_RS12000;old_locus_tag=SL1344_2308	0.6355637046463252	0.5588112742022541	0.07544206505755684	0.0
sense	NC_016810.1	Protein Homology	CDS	2449296	2450816	.	+	0	ID=cds-WP_000117932.1;Parent=gene-SL1344_RS12000;Dbxref=GenBank:WP_000117932.1;Name=WP_000117932.1;Ontology_term=GO:0016020;gbkey=CDS;gene=yfcC;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461281.1;locus_tag=SL1344_RS12000;product=putative basic amino acid antiporter YfcC;protein_id=WP_000117932.1;transl_table=11	0.6355637046463252	0.5588112742022541	0.07544206505755684	0.0
sense	NC_016810.1	RefSeq	gene	2450865	2451818	.	-	.	ID=gene-SL1344_RS12005;Name=SL1344_RS12005;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS12005;old_locus_tag=SL1344_2309	1.2666304962880774	0.0	0.3608408206054841	0.0
sense	NC_016810.1	Protein Homology	CDS	2450865	2451818	.	-	0	ID=cds-WP_000593016.1;Parent=gene-SL1344_RS12005;Dbxref=GenBank:WP_000593016.1;Name=WP_000593016.1;Ontology_term=GO:0016740;gbkey=CDS;go_function=transferase activity|0016740||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461282.1;locus_tag=SL1344_RS12005;product=transketolase family protein;protein_id=WP_000593016.1;transl_table=11	1.2666304962880774	0.0	0.3608408206054841	0.0
sense	NC_016810.1	RefSeq	gene	2451811	2452641	.	-	.	ID=gene-SL1344_RS12010;Name=SL1344_RS12010;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS12010;old_locus_tag=SL1344_2310	0.29082202008636	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	2451811	2452641	.	-	0	ID=cds-WP_001103265.1;Parent=gene-SL1344_RS12010;Dbxref=GenBank:WP_001103265.1;Name=WP_001103265.1;Ontology_term=GO:0016740;gbkey=CDS;go_function=transferase activity|0016740||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461283.1;locus_tag=SL1344_RS12010;product=transketolase;protein_id=WP_001103265.1;transl_table=11	0.29082202008636	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	2452638	2454029	.	-	.	ID=gene-SL1344_RS12015;Name=SL1344_RS12015;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS12015;old_locus_tag=SL1344_2311	0.3472314636375936	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	2452638	2454029	.	-	0	ID=cds-WP_001522266.1;Parent=gene-SL1344_RS12015;Dbxref=GenBank:WP_001522266.1;Name=WP_001522266.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461284.3;locus_tag=SL1344_RS12015;product=PTS ascorbate transporter subunit IIC;protein_id=WP_001522266.1;transl_table=11	0.3472314636375936	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	2454050	2454322	.	-	.	ID=gene-SL1344_RS12020;Name=SL1344_RS12020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS12020;old_locus_tag=SL1344_2312	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	2454050	2454322	.	-	0	ID=cds-WP_000699818.1;Parent=gene-SL1344_RS12020;Dbxref=GenBank:WP_000699818.1;Name=WP_000699818.1;Ontology_term=GO:0008643,GO:0009401,GO:0008982;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461285.1;locus_tag=SL1344_RS12020;product=PTS sugar transporter subunit IIB;protein_id=WP_000699818.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	2454403	2454846	.	-	.	ID=gene-SL1344_RS12025;Name=SL1344_RS12025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS12025;old_locus_tag=SL1344_2313	2.1772351233492357	0.0	1.5506402831424855	2.4345110102743472
sense	NC_016810.1	Protein Homology	CDS	2454403	2454846	.	-	0	ID=cds-WP_000901812.1;Parent=gene-SL1344_RS12025;Dbxref=GenBank:WP_000901812.1;Name=WP_000901812.1;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:0016301,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_function=kinase activity|0016301||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461286.1;locus_tag=SL1344_RS12025;product=PTS sugar transporter subunit IIA;protein_id=WP_000901812.1;transl_table=11	2.1772351233492357	0.0	1.5506402831424855	2.4345110102743472
sense	NC_016810.1	RefSeq	gene	2455099	2456118	.	+	.	ID=gene-SL1344_RS12035;Name=SL1344_RS12035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS12035;old_locus_tag=SL1344_2314	1.5795627365474845	3.333144894359327	0.11249743230641562	0.0
sense	NC_016810.1	Protein Homology	CDS	2455099	2456118	.	+	0	ID=cds-WP_000026949.1;Parent=gene-SL1344_RS12035;Dbxref=GenBank:WP_000026949.1;Name=WP_000026949.1;Ontology_term=GO:0006351,GO:0006355,GO:0045892,GO:0000976,GO:0003677,GO:0003700,GO:0043565;gbkey=CDS;go_function=transcription cis-regulatory region binding|0000976||IEA,DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=DNA-templated transcription|0006351||IEA,regulation of DNA-templated transcription|0006355||IEA,negative regulation of DNA-templated transcription|0045892||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461287.1;locus_tag=SL1344_RS12035;product=LacI family DNA-binding transcriptional regulator;protein_id=WP_000026949.1;transl_table=11	1.5795627365474845	3.333144894359327	0.11249743230641562	0.0
sense	NC_016810.1	RefSeq	gene	2456124	2456678	.	-	.	ID=gene-SL1344_RS12040;Name=yfcD;gbkey=Gene;gene=yfcD;gene_biotype=protein_coding;locus_tag=SL1344_RS12040;old_locus_tag=SL1344_2315	32.22307982556868	48.2405159710654	1.8607683397709829	1.9476088082194778
